TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	LEVENSHTEIN	DATE
lignes	O	_	_	_	_	_	_	_	ENDOFLINE		
anglaises	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
noue	O	_	_	_	_	_	_	_	_		
avons	O	_	_	_	_	_	_	_	_		
maintenu	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
terrain	O	_	_	_	_	_	_	_	ENDOFLINE		
gagné	O	_	_	_	_	_	_	_	_		
contre	O	_	_	_	_	_	_	_	_		
dieux	O	_	_	_	_	_	_	_	_		
fontes	O	_	_	_	_	_	_	_	_		
contre	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
attaques	O	_	_	_	_	_	_	_	ENDOFLINE		
de	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
ennemi	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Une	O	_	_	_	_	_	_	_	_		
vive	O	_	_	_	_	_	_	_	_		
activité	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
artillerie	O	_	_	_	_	_	_	_	_		
destinée	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
appuyer	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
infanterie	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	ENDOFLINE		
continué	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	NOSPACEAFTER|ENDOFSENTENCE		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Près	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
VJMers	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
-	I-ORG	_	_	_	_	_	_	_	NOSPACEAFTER		
Bretonneux	I-ORG	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
deux	O	_	_	_	_	_	_	_	ENDOFLINE		
côtés	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
Luoe	B-LOC	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
Avre	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
combat	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
feu	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
repris	O	_	_	_	_	_	_	_	_		
fréquemment	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
_	O	_	_	_	_	_	_	_	_		
Sur	O	_	_	_	_	_	_	_	_		
_	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
rive	O	_	_	_	_	_	_	_	ENDOFLINE		
occidentale	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
Avre	I-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
ennemi	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
attaqué	O	_	_	_	_	_	_	_	_		
nos	O	_	_	_	_	_	_	_	ENDOFLINE		
lignes	O	_	_	_	_	_	_	_	_		
près	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
Castel	B-LOC	_	_	_	_	_	_	_	_		
;	O	_	_	_	_	_	_	_	_		
U	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
été	O	_	_	_	_	_	_	_	_		
repousse	O	_	_	_	_	_	_	_	ENDOFLINE		
avec	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
lourdes	O	_	_	_	_	_	_	_	_		
pertes	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Dans	O	_	_	_	_	_	_	_	_		
quelques	O	_	_	_	_	_	_	_	ENDOFLINE		
secteurs	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
combats	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
reconnaissance	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Nos	O	_	_	_	_	_	_	_	_		
aviateurs	O	_	_	_	_	_	_	_	_		
ont	O	_	_	_	_	_	_	_	_		
abattu	O	_	_	_	_	_	_	_	_		
hier	O	_	_	_	_	_	_	_	_		
6	O	_	_	_	_	_	_	_	_		
ballons	O	_	_	_	_	_	_	_	ENDOFLINE		
captifs	O	_	_	_	_	_	_	_	_		
ennemis	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Sur	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
front	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
combat	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
vive	O	_	_	_	_	_	_	_	_		
activité	O	_	_	_	_	_	_	_	_		
aérienne	O	_	_	_	_	_	_	_	_		
nocturne	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Nous	O	_	_	_	_	_	_	_	ENDOFLINE		
avons	O	_	_	_	_	_	_	_	_		
bombardé	O	_	_	_	_	_	_	_	_		
abondamment	O	_	_	_	_	_	_	_	_		
Calais	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
Dunkerque	B-LOC	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
autres	O	_	_	_	_	_	_	_	_		
entrepôts	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
munitions	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
ainsi	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
installations	O	_	_	_	_	_	_	_	ENDOFLINE		
ferroviaires	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
Fenneml	B-LOC	_	_	_	_	_	_	_	_		
situées	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
arrière	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Communiqué	O	_	_	_	_	_	_	_	_		
autrichien	O	_	_	_	_	_	_	_	ENDOFLINE		
Vienne	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
16	O	_	_	_	_	_	_	_	_		
mai	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Dans	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
région	O	_	_	_	_	_	_	_	_		
du	O	_	_	_	_	_	_	_	_		
Monte	B-LOC	_	_	_	_	_	_	_	_		
Corno	I-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
pe	O	_	_	_	_	_	_	_	ENDOFLINE		
tits	O	_	_	_	_	_	_	_	_		
combats	O	_	_	_	_	_	_	_	_		
locaux	O	_	_	_	_	_	_	_	_		
se	O	_	_	_	_	_	_	_	_		
sont	O	_	_	_	_	_	_	_	_		
développés	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
nouveau	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Les	O	_	_	_	_	_	_	_	_		
Italiens	O	_	_	_	_	_	_	_	_		
se	O	_	_	_	_	_	_	_	_		
sont	O	_	_	_	_	_	_	_	_		
établis	O	_	_	_	_	_	_	_	_		
danF	O	_	_	_	_	_	_	_	ENDOFLINE		
un	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
nos	O	_	_	_	_	_	_	_	_		
postes	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
avant	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
garde	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Devant	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	ENDOFLINE		
port	B-LOC	_	_	_	_	_	_	_	_		
de	I-LOC	_	_	_	_	_	_	_	_		
Pola	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
torpilleur	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
moteur	O	_	_	_	_	_	_	_	_		
ita	O	_	_	_	_	_	_	_	_		
*	O	_	_	_	_	_	_	_	ENDOFLINE		
lien	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
été	O	_	_	_	_	_	_	_	_		
coulé	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Communiqué	O	_	_	_	_	_	_	_	_		
italien	O	_	_	_	_	_	_	_	ENDOFLINE		
Borne	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
15	O	_	_	_	_	_	_	_	_		
mai	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Sur	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
front	O	_	_	_	_	_	_	_	_		
montagneux	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
ça	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
là	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
vifs	O	_	_	_	_	_	_	_	ENDOFLINE		
duels	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
artillerie	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
activité	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
patrouilles	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Nos	O	_	_	_	_	_	_	_	_		
batteries	O	_	_	_	_	_	_	_	_		
ont	O	_	_	_	_	_	_	_	_		
dispersé	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
poursuivi	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
leur	O	_	_	_	_	_	_	_	_		
tir	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
détachements	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
soldais	O	_	_	_	_	_	_	_	ENDOFLINE		
ennemis	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
val	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
Genova	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Nous	O	_	_	_	_	_	_	_	_		
avons	O	_	_	_	_	_	_	_	ENDOFLINE		
repoussé	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
détachements	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	ENDOFLINE		
çaient	O	_	_	_	_	_	_	_	_		
contre	O	_	_	_	_	_	_	_	_		
nos	O	_	_	_	_	_	_	_	_		
positions	O	_	_	_	_	_	_	_	_		
au	O	_	_	_	_	_	_	_	_		
Monte	B-LOC	_	_	_	_	_	_	_	ENDOFLINE		
Corno	I-LOC	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
Valknnsa	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Nous	O	_	_	_	_	_	_	_	_		
avons	O	_	_	_	_	_	_	_	_		
mis	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	ENDOFLINE		
fuite	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
travailleurs	O	_	_	_	_	_	_	_	_		
sur	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
Pasubio	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Nous	O	_	_	_	_	_	_	_	ENDOFLINE		
avons	O	_	_	_	_	_	_	_	_		
atteint	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
trains	O	_	_	_	_	_	_	_	_		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
à	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
gare	O	_	_	_	_	_	_	_	_		
de	I-LOC	_	_	_	_	_	_	_	_		
Pri	I-LOC	_	_	_	_	_	_	_	ENDOFLINE		
molano	I-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
ainsi	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
troupes	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	ENDOFLINE		
mouvement	O	_	_	_	_	_	_	_	_		
sur	O	_	_	_	_	_	_	_	_		
k	O	_	_	_	_	_	_	_	_		
roule	O	_	_	_	_	_	_	_	_		
du	O	_	_	_	_	_	_	_	_		
col	O	_	_	_	_	_	_	_	_		
Oaprile	B-LOC	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
*	O	_	_	_	_	_	_	_	ENDOFLINE		
dépression	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
Alano	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Le	O	_	_	_	_	_	_	_	_		
long	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
Piave	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
feu	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
ennemi	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
contre	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
battu	O	_	_	_	_	_	_	_	_		
par	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
nôtre	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
eu	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	_		
certaine	O	_	_	_	_	_	_	_	ENDOFLINE		
intensité	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
région	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
Soreslano	B-LOC	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	ENDOFLINE		
dans	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
zone	O	_	_	_	_	_	_	_	_		
du	O	_	_	_	_	_	_	_	_		
littoral	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Nos	O	_	_	_	_	_	_	_	_		
avions	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
malgré	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
conditions	O	_	_	_	_	_	_	_	ENDOFLINE		
atmosphériques	O	_	_	_	_	_	_	_	_		
défavorables	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
ont	O	_	_	_	_	_	_	_	_		
lancé	O	_	_	_	_	_	_	_	ENDOFLINE		
environ	O	_	_	_	_	_	_	_	_		
4	O	_	_	_	_	_	_	_	_		
tonnes	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
bombes	O	_	_	_	_	_	_	_	_		
sur	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	_		
champs	O	_	_	_	_	_	_	_	ENDOFLINE		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
aviation	O	_	_	_	_	_	_	_	_		
ennemis	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
vallée	B-LOC	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	ENDOFLINE		
Piave	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Berlin	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
15	O	_	_	_	_	_	_	_	_		
mai	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
soir	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Une	O	_	_	_	_	_	_	_	_		
attaque	O	_	_	_	_	_	_	_	_		
ennemie	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
nous	O	_	_	_	_	_	_	_	_		
avons	O	_	_	_	_	_	_	_	ENDOFLINE		
repoussée	O	_	_	_	_	_	_	_	_		
ce	O	_	_	_	_	_	_	_	_		
matin	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
bonne	O	_	_	_	_	_	_	_	_		
heure	O	_	_	_	_	_	_	_	_		
au	O	_	_	_	_	_	_	_	_		
nord	O	_	_	_	_	_	_	_	ENDOFLINE		
de	O	_	_	_	_	_	_	_	_		
Kemmel	B-LOC	_	_	_	_	_	_	_	_		
n	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
a	O	_	_	_	_	_	_	_	_		
réussi	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
pénétrer	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	ENDOFLINE		
dans	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	_		
partie	O	_	_	_	_	_	_	_	_		
limitée	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
nos	O	_	_	_	_	_	_	_	_		
lignes	O	_	_	_	_	_	_	_	ENDOFLINE		
avancées	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Une	O	_	_	_	_	_	_	_	_		
nouvelle	O	_	_	_	_	_	_	_	_		
forte	O	_	_	_	_	_	_	_	_		
attaque	O	_	_	_	_	_	_	_	ENDOFLINE		
partielle	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
Français	O	_	_	_	_	_	_	_	_		
au	O	_	_	_	_	_	_	_	_		
nord	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
ouest	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
Moreuil	B-LOC	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
échoué	O	_	_	_	_	_	_	_	_		
avec	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
lourdes	O	_	_	_	_	_	_	_	_		
pertes	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Dans	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
presse	O	_	_	_	_	_	_	_	ENDOFLINE		
Négociations	O	_	_	_	_	_	_	_	_		
germano	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
russes	O	_	_	_	_	_	_	_	ENDOFLINE		
Les	O	_	_	_	_	_	_	_	_		
négociations	O	_	_	_	_	_	_	_	_		
économiques	O	_	_	_	_	_	_	_	ENDOFLINE		
germanorusses	O	_	_	_	_	_	_	_	_		
ont	O	_	_	_	_	_	_	_	_		
commencé	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
Moscou	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Les	O	_	_	_	_	_	_	_	ENDOFLINE		
Soviets	O	_	_	_	_	_	_	_	_		
espèrent	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
retirer	O	_	_	_	_	_	_	_	_		
certains	O	_	_	_	_	_	_	_	ENDOFLINE		
avantages	O	_	_	_	_	_	_	_	_		
pour	O	_	_	_	_	_	_	_	_		
sauver	O	_	_	_	_	_	_	_	_		
leur	O	_	_	_	_	_	_	_	_		
barque	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
fait	O	_	_	_	_	_	_	_	_		
eau	O	_	_	_	_	_	_	_	ENDOFLINE		
de	O	_	_	_	_	_	_	_	_		
toutes	O	_	_	_	_	_	_	_	_		
parts	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Les	O	_	_	_	_	_	_	_	_		
Allemands	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	ENDOFLINE		
qu	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
à	O	_	_	_	_	_	_	_	_		
présent	O	_	_	_	_	_	_	_	_		
se	O	_	_	_	_	_	_	_	_		
sont	O	_	_	_	_	_	_	_	_		
heurtés	O	_	_	_	_	_	_	_	_		
aux	O	_	_	_	_	_	_	_	_		
méthodes	O	_	_	_	_	_	_	_	ENDOFLINE		
communistes	O	_	_	_	_	_	_	_	_		
voudraient	O	_	_	_	_	_	_	_	_		
s	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
assurer	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	ENDOFLINE		
Russie	B-LOC	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
débouchés	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Le	O	_	_	_	_	_	_	_	_		
Temps	O	_	_	_	_	_	_	_	_		
écrit	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
ce	O	_	_	_	_	_	_	_	_		
sujet	O	_	_	_	_	_	_	_	_		
:	O	_	_	_	_	_	_	_	ENDOFLINE		
Aussi	O	_	_	_	_	_	_	_	_		
longtemps	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
politique	O	_	_	_	_	_	_	_	ENDOFLINE		
extérieure	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
Union	B-ORG	_	_	_	_	_	_	_	_		
soviétique	I-ORG	_	_	_	_	_	_	_	_		
restera	O	_	_	_	_	_	_	_	_		
telle	O	_	_	_	_	_	_	_	_		
qu	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
on	O	_	_	_	_	_	_	_	ENDOFLINE		
la	O	_	_	_	_	_	_	_	_		
connaît	O	_	_	_	_	_	_	_	_		
depuis	B-TIME	_	_	_	_	_	_	_	_		
1918	I-TIME	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
telle	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
ont	O	_	_	_	_	_	_	_	_		
révélée	O	_	_	_	_	_	_	_	ENDOFLINE		
les	O	_	_	_	_	_	_	_	_		
grandes	O	_	_	_	_	_	_	_	_		
entreprises	O	_	_	_	_	_	_	_	_		
révolutionnaires	O	_	_	_	_	_	_	_	ENDOFLINE		
avortées	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
Chine	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
